district,pct_white_nh,pct_black,pct_hispanic,pct_asian,pct_other,pct_college,pct_white_nh_college,pct_white_nh_non_college,pct_nonwhite_college,pct_nonwhite_non_college,pct_under_30,pct_30_44,pct_45_64,pct_65_plus,median_age,median_income,total_population,source
IL-08,53.7,4.57,24.86,13.4,3.46,39.75,24.77,34.38,14.98,25.87,18.32,26.6,34.93,20.15,39.7,98112.0,749409.0,ACS_2023_5yr
IL-09,59.13,8.65,13.76,13.99,4.46,55.29,38.28,24.17,17.01,20.54,18.69,26.28,32.74,22.29,40.5,90983.0,743003.0,ACS_2023_5yr
IL-10,57.58,6.16,24.49,8.03,3.74,46.53,34.59,28.66,11.94,24.81,20.35,23.63,35.08,20.95,39.3,105792.0,752196.0,ACS_2023_5yr
IL-11,63.16,5.95,19.34,8.32,3.22,44.79,32.38,35.36,12.41,19.84,18.87,25.53,35.31,20.29,39.3,106961.0,750921.0,ACS_2023_5yr
IL-12,87.64,4.8,3.0,0.97,3.59,24.09,21.62,67.99,2.48,7.92,17.75,23.8,33.58,24.86,41.4,66758.0,748190.0,ACS_2023_5yr
IL-13,67.15,19.27,4.83,3.9,4.85,31.7,24.19,48.09,7.52,20.21,24.87,23.68,30.16,21.29,37.4,61893.0,747026.0,ACS_2023_5yr
IL-14,58.92,9.28,23.36,5.03,3.41,33.1,23.08,40.76,10.01,26.14,21.69,27.12,33.58,17.6,37.0,93186.0,759546.0,ACS_2023_5yr
IL-15,90.32,3.08,2.91,0.83,2.87,25.46,23.67,68.55,1.78,5.99,17.1,23.24,33.57,26.09,42.2,71893.0,749694.0,ACS_2023_5yr
IL-16,84.97,2.48,7.0,2.33,3.22,31.35,27.48,60.75,3.87,7.91,16.83,23.85,34.09,25.23,41.6,82941.0,750034.0,ACS_2023_5yr
IL-17,68.99,13.12,11.33,2.1,4.46,24.17,19.97,55.07,4.21,20.76,22.46,23.25,30.67,23.61,38.6,57781.0,746641.0,ACS_2023_5yr
IN-01,60.65,17.54,17.04,1.4,3.36,25.76,18.93,46.33,6.83,27.91,18.8,24.92,33.43,22.84,39.9,71994.0,755814.0,ACS_2023_5yr
IN-02,76.5,6.2,11.64,1.5,4.15,24.32,20.39,61.03,3.93,14.65,21.3,24.05,32.26,22.39,37.8,66298.0,751869.0,ACS_2023_5yr
IN-03,81.05,5.73,6.76,2.72,3.73,25.01,21.95,62.67,3.07,12.31,20.45,24.67,32.65,22.24,37.6,68691.0,757902.0,ACS_2023_5yr
IN-04,81.95,4.22,7.31,3.27,3.26,31.16,26.42,59.05,4.75,9.79,23.76,24.37,31.83,20.04,36.8,76323.0,763237.0,ACS_2023_5yr
IN-05,81.88,5.06,4.8,3.72,4.54,40.31,33.88,50.76,6.43,8.93,20.69,24.95,33.25,21.11,38.7,79250.0,764118.0,ACS_2023_5yr
IN-06,80.72,4.71,5.58,5.18,3.81,28.17,23.27,61.28,4.9,10.55,19.64,26.19,33.0,21.17,38.2,74398.0,757251.0,ACS_2023_5yr
IN-07,45.74,32.46,14.81,1.93,5.06,35.49,24.12,28.29,11.37,36.22,24.31,28.69,29.95,17.05,34.1,61229.0,750003.0,ACS_2023_5yr
IN-08,88.18,3.95,3.18,0.98,3.71,22.56,20.62,69.92,1.94,7.52,19.76,23.68,32.83,23.74,40.0,63906.0,754928.0,ACS_2023_5yr
IN-09,87.89,2.58,4.24,1.89,3.4,26.65,23.76,66.66,2.89,6.69,21.94,23.54,32.57,21.94,39.4,70206.0,756630.0,ACS_2023_5yr
KS-01,75.29,2.53,15.88,1.82,4.48,29.92,25.89,54.0,4.03,16.08,26.1,23.4,28.63,21.87,35.9,64651.0,732112.0,ACS_2023_5yr
KS-02,70.97,7.92,13.22,1.84,6.06,27.65,22.89,52.74,4.76,19.61,20.96,24.44,31.68,22.92,37.7,64362.0,732031.0,ACS_2023_5yr
KS-03,76.39,4.63,10.12,4.59,4.27,51.62,43.56,36.58,8.06,11.8,19.24,27.55,32.8,20.42,38.2,100079.0,738537.0,ACS_2023_5yr
KS-04,70.82,5.99,13.85,3.27,6.08,30.56,25.56,50.48,5.0,18.96,21.07,25.52,31.41,22.0,37.1,67563.0,734889.0,ACS_2023_5yr
KY-01,84.91,6.71,3.9,0.65,3.83,20.42,18.35,69.6,2.07,9.98,20.24,22.98,32.77,24.01,39.7,57072.0,752660.0,ACS_2023_5yr
KY-02,84.64,5.1,4.46,1.89,3.91,23.47,20.4,67.02,3.07,9.52,19.98,24.74,33.65,21.62,39.0,64922.0,759614.0,ACS_2023_5yr
KY-03,62.62,22.38,7.89,2.77,4.34,35.57,27.1,40.75,8.48,23.68,20.45,26.24,31.76,21.55,38.1,66104.0,742760.0,ACS_2023_5yr
KY-04,87.65,3.17,4.27,1.14,3.78,31.39,28.54,61.65,2.85,6.96,18.75,25.47,34.56,21.22,39.3,78569.0,756119.0,ACS_2023_5yr
KY-05,94.13,1.36,1.53,0.39,2.59,15.53,14.79,80.03,0.74,4.44,18.04,23.67,34.54,23.75,41.3,44884.0,745869.0,ACS_2023_5yr
KY-06,79.73,8.06,6.2,2.18,3.83,35.92,30.59,52.37,5.32,11.72,23.84,24.62,31.59,19.96,37.2,66879.0,753703.0,ACS_2023_5yr
LA-01,59.83,20.19,12.28,3.67,4.03,32.26,22.57,39.12,9.69,28.62,18.81,26.61,32.16,22.42,40.5,74676.0,776291.0,DRA_VAP_NH_2020+ACS_tract_new_lines
LA-02,70.03,17.89,6.6,2.1,3.39,35.56,27.22,44.31,8.33,20.14,22.49,26.02,31.25,20.24,38.0,84105.0,776306.0,DRA_VAP_NH_2020+ACS_tract_new_lines
LA-03,67.55,21.69,4.98,1.85,3.93,23.68,18.38,51.04,5.3,25.29,19.91,26.84,32.61,20.63,38.0,66350.0,776279.0,DRA_VAP_NH_2020+ACS_tract_new_lines
LA-04,60.5,29.72,4.34,1.11,4.33,20.83,14.75,47.2,6.08,31.97,19.88,25.67,31.72,22.73,39.1,58174.0,776277.0,DRA_VAP_NH_2020+ACS_tract_new_lines
LA-05,60.61,31.57,3.55,0.97,3.29,20.93,15.17,47.08,5.76,31.99,21.41,25.34,31.44,21.81,38.1,54176.0,776288.0,DRA_VAP_NH_2020+ACS_tract_new_lines
LA-06,31.5,58.19,5.71,1.69,2.92,25.85,11.45,21.31,14.4,52.84,20.72,27.32,31.72,20.24,37.8,53983.0,776316.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MA-01,70.15,5.34,19.0,2.16,3.35,31.83,26.85,49.0,4.97,19.17,19.22,22.79,33.61,24.38,42.0,74087.0,776064.0,ACS_2023_5yr
MA-02,71.68,4.71,11.47,6.97,5.18,45.75,36.02,40.17,9.73,14.08,22.14,23.63,33.34,20.89,39.6,95618.0,776258.0,ACS_2023_5yr
MA-03,61.09,3.98,22.22,7.81,4.9,39.58,29.86,36.36,9.71,24.07,19.56,26.11,34.73,19.6,39.2,97616.0,777948.0,ACS_2023_5yr
MA-04,77.61,3.24,6.47,6.52,6.17,49.54,40.34,41.04,9.2,9.42,18.51,24.48,35.49,21.52,40.9,113712.0,781422.0,ACS_2023_5yr
MA-05,63.95,4.83,11.15,13.31,6.76,60.91,43.29,24.22,17.63,14.86,20.96,26.75,31.57,20.73,39.2,125082.0,773886.0,ACS_2023_5yr
MA-06,76.8,3.21,11.06,4.71,4.22,49.19,41.73,38.83,7.46,11.98,16.97,23.28,35.49,24.26,43.2,115872.0,778172.0,ACS_2023_5yr
MA-07,38.88,21.14,22.13,10.96,6.88,48.99,28.79,13.03,20.2,37.98,32.5,28.84,24.51,14.15,32.7,88740.0,768505.0,ACS_2023_5yr
MA-08,66.16,9.83,7.04,9.47,7.5,51.79,39.26,30.42,12.53,17.79,20.5,26.92,31.79,20.79,39.2,115814.0,777303.0,ACS_2023_5yr
MA-09,83.12,2.51,6.09,1.51,6.77,41.99,38.24,48.34,3.75,9.67,16.02,20.34,34.5,29.14,46.9,97651.0,782837.0,ACS_2023_5yr
MD-01,72.5,14.77,5.77,2.27,4.68,34.15,27.48,49.02,6.67,16.83,18.05,22.96,34.57,24.42,41.8,92720.0,776906.0,ACS_2023_5yr
MD-02,60.02,23.57,6.39,5.67,4.36,45.21,30.83,33.33,14.38,21.46,19.19,24.49,33.36,22.96,40.1,98346.0,769821.0,ACS_2023_5yr
MD-03,57.52,17.23,9.11,10.29,5.86,52.76,33.79,28.05,18.97,19.19,17.88,27.2,34.57,20.36,39.6,128806.0,773638.0,ACS_2023_5yr
MD-04,10.26,54.65,26.14,4.94,4.02,32.77,6.5,4.77,26.27,62.46,21.93,27.59,32.7,17.78,37.1,90739.0,758555.0,ACS_2023_5yr
MD-05,43.54,39.97,7.49,2.87,6.13,41.02,18.19,27.41,22.83,31.57,17.94,26.52,36.56,18.97,39.6,128236.0,782752.0,ACS_2023_5yr
MD-06,60.14,12.45,13.61,8.86,4.94,40.33,25.74,38.64,14.59,21.03,18.66,26.58,34.59,20.16,39.4,100216.0,784302.0,ACS_2023_5yr
MD-07,29.47,55.04,8.39,2.9,4.2,31.88,15.37,17.68,16.5,50.44,22.08,29.02,29.63,19.28,36.4,61623.0,757178.0,ACS_2023_5yr
MD-08,44.3,16.7,19.87,13.48,5.65,63.37,37.43,10.25,25.94,26.38,17.02,25.19,34.45,23.33,40.9,135007.0,767586.0,ACS_2023_5yr
ME-01,89.56,1.87,2.33,1.42,4.81,42.74,39.25,52.13,3.49,5.13,16.94,23.09,33.81,26.15,44.3,84367.0,689679.0,ACS_2023_5yr
ME-02,91.72,1.39,1.82,0.77,4.3,27.86,25.87,67.61,1.98,4.53,16.61,21.58,34.44,27.37,45.3,61795.0,687721.0,ACS_2023_5yr
MI-01,89.83,1.22,2.22,0.64,6.09,27.43,25.54,65.93,1.89,6.64,16.41,19.65,33.37,30.57,47.4,62352.0,780170.0,ACS_2023_5yr
MI-02,88.09,1.94,4.81,0.57,4.59,21.95,20.2,70.08,1.75,7.96,19.42,22.77,33.71,24.1,41.3,66266.0,780291.0,ACS_2023_5yr
MI-03,70.83,10.56,10.69,2.75,5.16,37.57,31.94,43.92,5.63,18.51,23.72,26.54,29.93,19.81,35.7,75747.0,774756.0,ACS_2023_5yr
MI-04,75.81,7.9,8.87,2.43,4.99,32.59,28.1,52.22,4.49,15.19,22.74,24.34,31.05,21.86,37.5,72434.0,775911.0,ACS_2023_5yr
MI-05,85.67,3.86,5.34,0.7,4.43,23.31,20.8,67.66,2.51,9.03,17.93,22.57,34.36,25.14,42.3,68201.0,773369.0,ACS_2023_5yr
MI-06,69.53,9.62,5.28,10.18,5.4,51.5,37.02,35.83,14.48,12.67,23.38,23.17,32.36,21.08,38.9,94632.0,768429.0,ACS_2023_5yr
MI-07,80.86,5.48,5.8,3.3,4.56,37.01,31.15,52.99,5.85,10.0,22.81,23.09,32.42,21.67,38.9,78823.0,774470.0,ACS_2023_5yr
MI-08,74.24,14.88,5.5,1.07,4.3,24.33,20.2,57.74,4.13,17.93,18.81,22.88,33.7,24.61,41.3,61521.0,771369.0,ACS_2023_5yr
MI-09,88.71,2.47,3.89,1.26,3.66,28.7,25.92,64.68,2.78,6.62,16.63,22.18,37.42,23.78,43.4,83485.0,775194.0,ACS_2023_5yr
MI-10,72.37,13.24,3.12,6.45,4.81,29.88,22.56,53.78,7.33,16.33,19.05,24.02,33.98,22.95,40.9,74956.0,770400.0,ACS_2023_5yr
MI-11,67.87,12.92,5.47,8.64,5.11,50.18,36.34,34.59,13.84,15.23,19.18,25.03,33.57,22.21,40.8,91040.0,773603.0,ACS_2023_5yr
MI-12,46.2,43.78,3.3,1.75,4.97,26.56,15.7,32.88,10.86,40.56,20.45,24.72,32.78,22.05,37.6,58942.0,766047.0,ACS_2023_5yr
MI-13,37.62,44.91,10.33,2.67,4.46,22.15,12.38,28.93,9.77,48.91,21.94,26.03,32.05,19.99,36.4,49887.0,767586.0,ACS_2023_5yr
MN-01,82.66,3.75,7.36,2.82,3.42,31.74,28.43,58.37,3.3,9.9,20.78,24.18,31.09,23.96,39.0,78094.0,713894.0,ACS_2023_5yr
MN-02,75.54,6.16,7.78,5.29,5.22,42.85,35.77,44.61,7.08,12.54,18.96,27.41,34.11,19.51,38.0,107796.0,721631.0,ACS_2023_5yr
MN-03,70.94,9.49,5.28,8.57,5.72,50.83,41.5,35.58,9.34,13.58,15.33,27.19,34.8,22.68,40.6,107603.0,706969.0,ACS_2023_5yr
MN-04,63.2,10.28,7.44,13.29,5.79,47.51,38.08,32.44,9.42,20.05,21.35,27.34,30.99,20.33,37.0,88368.0,706101.0,ACS_2023_5yr
MN-05,60.82,17.02,10.48,5.42,6.26,50.6,40.67,27.14,9.94,22.26,26.12,30.43,27.01,16.44,34.6,82864.0,707120.0,ACS_2023_5yr
MN-06,84.09,4.68,3.74,2.99,4.5,35.07,31.22,56.45,3.85,8.48,19.66,27.29,34.74,18.31,37.5,101817.0,724855.0,ACS_2023_5yr
MN-07,88.25,1.46,5.4,0.99,3.91,24.61,22.97,68.44,1.64,6.95,17.58,22.66,32.69,27.07,41.3,72339.0,714086.0,ACS_2023_5yr
MN-08,87.76,1.21,2.12,1.04,7.87,27.55,25.58,65.12,1.96,7.34,17.72,22.35,33.24,26.69,42.7,74275.0,719060.0,ACS_2023_5yr
MO-01,45.22,43.05,3.96,3.5,4.26,37.18,24.23,23.42,12.95,39.39,22.58,27.23,30.36,19.83,37.8,65087.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-02,86.0,2.98,2.42,4.64,3.96,45.78,38.56,47.36,7.22,6.86,16.17,23.46,34.63,25.74,43.1,102843.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-03,84.38,5.42,3.16,2.48,4.55,37.78,32.53,54.05,5.25,8.17,21.86,25.67,31.94,20.53,38.9,90020.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-04,81.72,6.63,4.78,1.63,5.24,33.18,28.02,56.35,5.16,10.46,20.26,24.97,31.68,23.1,40.0,77415.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-05,69.93,16.49,7.03,1.14,5.41,23.56,18.85,53.34,4.71,23.1,20.9,25.08,32.12,21.91,38.6,64170.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-06,83.88,4.78,4.84,1.76,4.74,29.81,25.89,59.65,3.93,10.54,19.81,25.37,32.6,22.23,39.2,77034.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-07,85.02,1.9,4.96,1.44,6.67,27.05,24.15,63.62,2.9,9.33,21.47,24.11,31.22,23.2,39.1,64119.0,769365.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MO-08,88.28,4.22,1.94,0.83,4.73,20.26,18.39,71.46,1.87,8.28,18.75,23.76,33.45,24.03,40.7,60531.0,769364.0,DRA_VAP_NH_2020+ACS_tract_new_lines
MS-01,64.19,27.97,3.91,0.89,3.04,23.65,17.58,49.79,6.08,26.55,21.34,24.73,32.77,21.16,38.0,60877.0,743078.0,ACS_2023_5yr
MS-02,31.13,64.03,2.26,0.47,2.12,21.03,9.28,25.48,11.75,53.49,21.1,24.01,32.26,22.63,38.5,43811.0,726691.0,ACS_2023_5yr
MS-03,58.85,33.88,2.77,1.11,3.39,27.92,20.25,41.84,7.67,30.24,21.14,24.7,32.01,22.15,38.4,57738.0,738313.0,ACS_2023_5yr
MS-04,67.06,22.17,5.41,1.38,3.98,23.99,18.69,51.89,5.3,24.11,20.47,25.06,32.74,21.74,38.6,58969.0,743356.0,ACS_2023_5yr
MT-01,85.64,0.38,4.27,0.97,8.74,37.96,34.39,53.48,3.57,8.56,21.17,24.35,30.1,24.38,40.1,70599.0,556623.0,ACS_2023_5yr
MT-02,82.51,0.57,4.52,0.64,11.76,31.04,28.23,58.19,2.81,10.77,17.86,24.64,31.82,25.69,40.4,69114.0,548449.0,ACS_2023_5yr
NC-01,59.73,31.01,4.63,0.93,3.7,23.32,17.61,43.17,5.71,33.51,16.9,21.39,33.85,27.86,44.6,62227.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-02,56.97,22.1,10.98,5.96,3.99,53.22,37.22,20.63,16.0,26.14,23.37,28.72,31.52,16.39,37.6,97222.0,745670.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-03,56.17,27.57,10.54,1.54,4.18,23.66,16.37,40.56,7.28,35.78,27.87,23.78,28.66,19.69,36.8,59971.0,745670.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-04,55.79,20.16,9.8,10.35,3.89,60.52,39.28,18.5,21.24,20.98,21.89,28.58,31.75,17.77,38.2,105332.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-05,70.67,17.43,6.45,2.07,3.39,26.93,20.79,52.79,6.14,20.28,21.33,21.54,33.28,23.85,41.8,62221.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-06,66.18,17.94,8.83,3.36,3.68,29.17,20.98,46.84,8.19,23.99,19.98,24.55,33.72,21.76,40.3,71568.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-07,67.55,18.53,6.63,1.28,6.01,32.26,25.31,44.19,6.96,23.55,18.85,22.81,32.62,25.71,42.4,70754.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-08,63.62,16.45,7.82,3.29,8.82,34.01,24.65,40.03,9.36,25.96,18.74,24.6,35.78,20.88,39.9,90327.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-09,62.19,20.43,10.52,1.97,4.88,28.05,19.99,43.53,8.05,28.42,21.88,24.44,31.7,21.97,39.1,67899.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-10,69.52,15.29,9.22,2.45,3.53,31.47,24.88,46.84,6.6,21.69,19.49,23.53,34.67,22.31,40.6,73765.0,745670.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-11,84.76,3.2,6.2,0.9,4.94,34.49,31.47,55.69,3.02,9.82,16.47,22.04,32.41,29.08,45.8,64526.0,745670.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-12,39.47,35.87,15.16,5.68,3.82,44.37,25.11,14.97,19.26,40.66,26.38,31.07,29.25,13.29,34.7,81215.0,745670.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-13,66.24,18.05,10.69,1.12,3.89,30.17,23.18,43.99,6.99,25.84,18.15,26.46,35.5,19.88,39.6,84328.0,745670.0,DRA_VAP_NH_2020+ACS_tract_new_lines
NC-14,70.8,14.69,7.28,3.55,3.68,34.55,25.14,46.48,9.41,18.97,17.51,25.58,35.17,21.74,41.1,81526.0,745671.0,DRA_VAP_NH_2020+ACS_tract_new_lines
ND-AL,82.52,3.17,4.49,1.54,8.28,32.28,28.65,57.53,3.64,10.19,23.79,26.38,28.63,21.21,35.7,75949.0,779361.0,ACS_2023_5yr
NE-01,78.22,3.06,11.32,2.72,4.68,35.69,31.19,51.44,4.5,12.88,24.44,25.29,29.94,20.33,35.9,77380.0,656585.0,ACS_2023_5yr
NE-02,69.12,9.34,13.0,3.94,4.59,42.54,35.87,39.07,6.66,18.4,21.34,29.17,31.07,18.42,35.6,82396.0,657288.0,ACS_2023_5yr
NE-03,81.37,1.41,12.64,0.76,3.81,24.37,22.29,63.28,2.08,12.35,18.67,22.89,31.97,26.46,40.0,66736.0,652053.0,ACS_2023_5yr
NH-01,87.37,1.44,4.64,2.58,3.97,40.41,36.54,53.0,3.87,6.59,18.96,23.0,34.77,23.28,42.7,97362.0,694195.0,ACS_2023_5yr
NH-02,87.7,1.33,4.4,2.57,4.01,39.23,35.03,54.7,4.2,6.07,17.68,22.73,35.02,24.57,43.7,93978.0,693639.0,ACS_2023_5yr
NJ-01,59.87,15.34,15.36,5.04,4.39,35.0,25.02,39.62,9.98,25.38,19.77,25.62,33.65,20.96,39.2,88471.0,773787.0,ACS_2023_5yr
NJ-02,63.97,10.72,17.5,3.68,4.13,30.46,24.23,45.12,6.23,24.41,17.17,22.31,34.67,25.85,43.0,83571.0,779492.0,ACS_2023_5yr
NJ-03,63.17,12.16,12.15,8.04,4.48,45.92,31.85,34.81,14.06,19.28,17.25,23.75,36.37,22.62,42.2,113769.0,779285.0,ACS_2023_5yr
NJ-04,80.15,3.31,11.02,2.44,3.08,39.52,33.49,48.89,6.03,11.59,17.43,21.18,33.44,27.96,41.1,95512.0,780618.0,ACS_2023_5yr
NJ-05,58.59,5.37,16.52,15.86,3.66,54.49,33.78,26.88,20.71,18.64,16.29,22.72,37.03,23.96,43.4,131132.0,772595.0,ACS_2023_5yr
NJ-06,43.13,10.83,24.17,17.76,4.11,42.06,20.96,26.38,21.11,31.55,21.69,26.04,33.25,19.02,38.4,103302.0,773496.0,ACS_2023_5yr
NJ-07,69.78,5.09,13.02,8.14,3.97,54.42,40.55,32.48,13.87,13.1,15.66,22.96,38.61,22.77,43.6,133759.0,777102.0,ACS_2023_5yr
NJ-08,25.19,7.87,51.39,11.24,4.3,40.33,16.61,11.53,23.72,48.14,21.71,34.23,29.54,14.52,35.8,81478.0,758849.0,ACS_2023_5yr
NJ-09,37.37,8.15,42.74,8.81,2.93,33.43,16.98,24.09,16.45,42.48,20.02,27.24,33.06,19.68,38.6,88130.0,763146.0,ACS_2023_5yr
NJ-10,19.26,48.08,21.3,6.3,5.06,31.98,10.72,10.19,21.26,57.83,21.74,27.53,32.23,18.5,36.9,71062.0,765978.0,ACS_2023_5yr
NJ-11,61.56,5.55,17.01,11.58,4.29,58.15,39.76,24.89,18.39,16.96,17.5,24.25,36.27,21.97,41.8,134451.0,771662.0,ACS_2023_5yr
NJ-12,39.7,15.32,22.14,19.23,3.62,48.32,23.59,21.02,24.73,30.66,18.99,25.22,34.99,20.8,40.1,108871.0,771004.0,ACS_2023_5yr
NM-01,45.6,2.47,41.44,2.63,7.87,38.92,24.46,26.86,14.46,34.22,18.57,24.96,31.39,25.08,41.2,68383.0,709243.0,ACS_2023_5yr
NM-02,29.29,1.82,60.21,1.05,7.63,23.98,12.36,21.93,11.63,54.09,23.38,24.9,29.64,22.08,36.5,57028.0,704881.0,ACS_2023_5yr
NM-03,34.63,1.15,42.82,1.1,20.3,26.83,17.19,23.1,9.64,50.07,19.26,24.44,31.23,25.07,39.7,60767.0,700644.0,ACS_2023_5yr
NV-01,40.49,8.81,36.27,7.86,6.57,25.17,15.05,31.65,10.12,43.19,19.1,26.77,32.87,21.25,38.9,67470.0,763217.0,ACS_2023_5yr
NV-02,63.2,1.92,23.68,4.08,7.11,28.85,22.48,46.6,6.37,24.55,19.07,25.45,31.85,23.63,40.1,82815.0,783965.0,ACS_2023_5yr
NV-03,43.18,9.96,21.94,16.81,8.11,34.22,18.09,29.76,16.13,36.02,18.32,28.71,32.42,20.55,39.6,80667.0,795278.0,ACS_2023_5yr
NV-04,37.0,15.38,35.08,5.31,7.23,20.75,11.46,32.02,9.28,47.23,20.66,27.46,31.98,19.9,36.9,71818.0,798540.0,ACS_2023_5yr
NY-01,71.78,4.3,15.09,5.12,3.72,47.62,38.73,37.38,8.9,14.99,18.2,20.46,36.69,24.64,44.2,134743.0,778379.0,ACS_2023_5yr
NY-02,55.02,9.47,28.95,3.19,3.36,32.42,22.78,37.17,9.64,30.41,20.0,24.73,35.73,19.55,39.7,123518.0,774678.0,ACS_2023_5yr
NY-03,55.9,2.96,14.49,22.76,3.88,51.98,31.82,27.03,20.16,20.99,16.07,21.8,35.7,26.43,44.5,137770.0,773153.0,ACS_2023_5yr
NY-04,49.75,17.15,21.8,7.18,4.11,43.75,27.37,24.94,16.38,31.31,19.31,24.24,34.43,22.02,40.6,137263.0,772033.0,ACS_2023_5yr
NY-05,13.74,40.4,20.54,15.25,10.07,27.87,6.02,8.21,21.85,63.92,19.98,24.07,34.67,21.28,40.0,85500.0,792001.0,ACS_2023_5yr
NY-06,25.89,3.94,25.02,41.16,3.99,38.92,13.57,13.66,25.34,47.43,15.39,26.28,35.11,23.22,42.8,79859.0,738059.0,ACS_2023_5yr
NY-07,36.69,10.51,35.41,12.43,4.97,44.47,24.05,13.73,20.42,41.79,25.45,34.67,25.85,14.02,34.1,90196.0,745736.0,ACS_2023_5yr
NY-08,27.93,42.38,16.6,7.77,5.32,34.18,16.23,13.6,17.95,52.22,20.01,26.84,31.43,21.73,37.8,62703.0,769904.0,ACS_2023_5yr
NY-09,32.84,41.14,11.35,8.33,6.34,37.71,17.07,13.45,20.64,48.84,20.29,28.62,30.32,20.76,36.7,74202.0,749197.0,ACS_2023_5yr
NY-10,50.44,5.88,19.27,19.52,4.89,61.68,42.55,9.57,19.13,28.75,22.11,32.65,27.53,17.7,36.5,116134.0,732690.0,ACS_2023_5yr
NY-11,52.38,6.55,18.62,19.29,3.16,36.66,23.47,32.15,13.2,31.18,17.91,25.35,34.59,22.15,40.8,89683.0,753792.0,ACS_2023_5yr
NY-12,66.31,4.51,11.34,12.97,4.86,80.18,58.42,9.17,21.76,10.65,19.85,29.3,27.35,23.5,40.6,147255.0,716964.0,ACS_2023_5yr
NY-13,15.84,23.75,51.54,5.23,3.64,35.49,13.43,3.86,22.06,60.65,23.11,28.99,30.42,17.48,36.8,54087.0,786215.0,ACS_2023_5yr
NY-14,17.49,16.34,51.87,10.96,3.33,27.98,9.52,10.63,18.46,61.39,21.4,29.0,30.45,19.14,37.0,68421.0,720139.0,ACS_2023_5yr
NY-15,9.26,30.76,54.08,2.8,3.1,21.92,5.02,5.17,16.9,72.91,22.83,27.52,32.06,17.59,34.9,45635.0,751612.0,ACS_2023_5yr
NY-16,39.88,20.17,29.12,6.22,4.61,47.93,26.94,15.65,20.99,36.42,18.65,25.21,34.19,21.95,40.5,104787.0,776130.0,ACS_2023_5yr
NY-17,64.22,7.36,20.28,4.8,3.34,48.73,35.74,30.14,13.0,21.12,18.6,22.77,35.72,22.92,40.1,125810.0,775107.0,ACS_2023_5yr
NY-18,63.32,9.96,18.87,2.85,5.0,35.35,26.4,40.75,8.95,23.91,20.99,23.78,34.01,21.23,39.5,93417.0,781059.0,ACS_2023_5yr
NY-19,81.67,3.64,6.77,3.42,4.5,33.81,29.19,56.67,4.62,9.53,22.88,20.21,31.7,25.21,41.8,68506.0,773744.0,ACS_2023_5yr
NY-20,74.41,8.29,6.43,5.21,5.66,41.93,34.5,44.57,7.44,13.5,22.34,23.63,31.72,22.3,39.9,84757.0,780015.0,ACS_2023_5yr
NY-21,88.41,2.1,4.34,1.03,4.12,26.9,24.51,65.86,2.39,7.24,19.21,22.25,33.67,24.87,42.2,71346.0,772318.0,ACS_2023_5yr
NY-22,77.48,7.94,5.77,3.76,5.04,34.13,29.66,52.93,4.47,12.94,20.55,23.07,32.72,23.66,40.1,73121.0,769228.0,ACS_2023_5yr
NY-23,89.19,2.32,3.78,0.93,3.78,30.26,27.99,63.58,2.27,6.15,16.75,21.83,35.15,26.27,44.0,70756.0,772644.0,ACS_2023_5yr
NY-24,88.14,2.55,4.23,0.9,4.17,26.12,24.2,66.38,1.92,7.5,18.57,22.54,34.37,24.52,42.1,71020.0,774291.0,ACS_2023_5yr
NY-25,68.82,13.56,9.65,3.65,4.32,40.68,33.94,40.07,6.73,19.25,20.59,24.27,32.05,23.09,39.6,74115.0,771436.0,ACS_2023_5yr
NY-26,67.06,15.54,7.35,5.54,4.52,34.8,27.89,44.97,6.91,20.23,21.62,24.85,30.86,22.67,38.6,64316.0,771795.0,ACS_2023_5yr
OH-01,72.25,17.15,3.1,3.74,3.76,42.42,34.05,39.68,8.37,17.9,22.42,26.13,31.83,19.62,38.3,88432.0,786630.0,DRA_VAP_NH_2020+ACS_tract_new_lines
